seq_num,delay_ms
3,7.03214
5,7.22048
8,4.93082
9,9.16337
10,4.00183
14,12.0404
18,14.7885
19,4.54577
20,3.21596
23,11.2405
24,3.73058
25,12.3973
28,13.2683
29,14.9046
31,11.6247
34,4.12274
36,6.3295
37,5.38903
41,13.281
45,9.15674
47,8.87268
51,11.0581
52,14.5138
53,3.99088
54,9.25276
57,8.82594
59,12.7453
63,11.24
64,13.7985
65,9.64684
66,16.1617
67,7.24888
68,6.25361
69,18.0954
72,4.37379
74,5.5675
75,6.21441
76,14.4783
77,13.8013
82,7.79771
85,13.5771
86,15.5912
87,2.98011
90,6.38692
92,13.0327
95,10.5509
97,8.42533
98,2.61091
99,8.8235
101,9.61777
102,10.1826
104,5.32447
106,14.1798
107,7.01009
108,23.7283
110,10.5113
113,9.27537
116,8.2172
118,9.03402
120,8.85128
121,7.58764
125,14.4677
126,11.2833
129,13.1853
132,9.81099
133,5.68258
134,8.61288
136,2.48503
137,9.4242
138,6.82937
139,9.20203
141,3.47594
144,13.0735
145,9.53537
148,2.28945
149,14.8377
150,13.0973
153,7.67043
154,5.16865
156,8.30197
157,9.02422
161,8.13171
164,7.92285
167,17.7671
168,13.1454
169,9.35756
170,13.6812
172,2.75708
173,16.3637
177,8.00813
178,6.48952
179,7.86837
180,2.90636
182,5.17285
183,10.0319
184,10.2956
186,14.0938
187,5.71093
188,12.0405
189,13.1059
190,13.9308
191,2.95117
194,2.2622
196,6.2291
197,4.26075
199,11.3389
201,8.20269
204,5.93966
205,6.53756
208,14.065
212,14.9034
216,6.81519
217,14.3512
220,4.60668
221,4.68659
222,4.88619
224,3.86174
225,8.75427
227,7.65187
231,6.17842
239,18.1142
241,4.92578
247,9.7778
248,1.8533
249,9.54632
254,13.0304
256,9.80645
258,14.7283
259,9.84339
262,16.5595
265,9.38435
266,11.9155
268,6.56316
269,10.461
271,7.23568
272,2.66424
274,4.78299
277,8.25317
280,1.43455
282,3.41542
283,18.4359
284,10.6781
285,3.78391
287,19.5476
291,8.22121
292,6.18175
295,21.9239
296,6.09976
297,11.6074
298,7.99793
299,2.44826
301,10.2551
302,9.77802
303,1.52854
304,7.58577
305,16.2856
307,5.48516
308,14.5028
309,8.79467
310,9.67381
312,4.86741
313,9.56164
315,15.7986
317,7.15881
318,12.899
319,9.76978
324,18.3447
325,5.167
326,7.18709
327,6.91355
328,11.7951
329,5.34411
333,5.52517
335,8.57242
336,7.14988
337,17.1365
339,17.8926
340,10.8999
341,16.1763
342,6.60478
344,8.28192
346,9.06217
347,9.60838
348,11.339
349,7.85986
350,11.6427
352,16.3558
353,11.8338
355,9.92328
358,10.577
359,12.7038
362,6.8906
363,5.31654
364,7.75024
366,4.16771
367,7.41113
368,12.4666
369,5.47282
370,6.98733
371,9.43748
374,5.25912
375,19.4533
378,6.26652
382,8.19833
384,12.824
386,10.9007
388,12.8283
390,4.89682
392,9.92123
393,5.0038
394,12.6408
396,12.9687
397,12.9168
398,4.46546
400,4.67904
401,1.27143
402,6.89809
404,9.14398
406,14.0245
410,8.47682
411,10.8997
412,10.1721
413,12.2837
415,15.8695
417,12.775
419,9.92695
424,13.0591
426,3.25375
428,6.7813
430,3.21329
431,3.58613
434,9.80595
435,4.55259
438,3.89867
439,9.44481
440,8.1297
441,5.44273
443,1.50777
446,12.058
447,6.68874
448,13.7464
449,10.1515
451,3.60354
454,7.78445
456,11.0523
459,12.0163
460,8.3649
461,14.0776
463,11.431
465,5.93363
467,7.51293
468,4.87577
471,7.67461
475,13.6842
477,9.55986
480,3.06434
481,2.49707
483,16.428
484,15.1281
485,15.6254
486,11.133
487,4.60939
488,8.21697
490,12.6341
496,1.99173
497,0.528161
500,1.62688
502,7.15428
503,6.64702
504,6.5912
506,3.87034
508,2.90911
510,0.622103
512,6.03423
517,8.6544
518,8.89489
523,8.12853
524,9.9468
528,10.8244
532,7.41696
533,6.0201
534,10.9808
537,8.02384
538,7.65158
540,12.4143
541,3.96088
542,8.19109
546,6.95076
547,3.41948
548,15.7986
549,5.51191
550,10.5845
555,17.9546
556,6.57247
558,11.8862
560,8.24209
562,16.608
563,17.1442
565,14.8556
566,2.88426
568,11.3406
574,6.6178
577,1.97812
579,2.95752
580,4.70542
581,8.35099
583,9.28222
584,7.75965
587,14.5985
588,0.668858
591,11.3221
597,13.1768
598,6.95652
599,5.84591
600,3.95336
602,12.9031
604,1.10712
607,11.6564
609,6.96146
612,12.6266
613,22.5079
614,1.04506
615,3.26775
618,16.5995
619,3.48966
622,5.57202
624,17.9364
625,14.5359
626,3.18492
627,13.7111
628,6.72745
629,6.89229
630,2.30995
631,0.99202
634,2.31755
635,6.12382
636,6.38287
637,10.6201
640,7.11124
641,24.6922
642,13.1149
648,6.79288
649,3.14843
