seq_num,delay_ms
0,8.00843
1,10.0084
2,11.0084
3,11.0169
4,11.0253
5,9.00843
6,12.0084
7,9.00843
8,8.01686
9,7.0253
10,8.00843
11,9.00843
12,9.01686
13,7.0253
14,14.0084
15,11.0169
16,9.0253
17,15.0084
18,10.0169
19,7.0253
20,16.0084
21,12.0084
22,10.0169
23,8.00843
24,7.01687
25,13.0084
26,8.01686
27,9.00843
28,9.01686
29,10.0084
30,10.0169
31,7.0253
32,11.0084
33,11.0169
34,11.0253
35,10.0337
36,12.0084
37,15.0084
38,10.0169
39,11.0084
40,11.0169
41,14.0084
42,6.01687
43,6.00843
44,9.00843
45,9.00843
46,11.0084
47,11.0169
48,11.0084
49,10.0169
50,12.0084
51,9.00843
52,8.01686
53,11.0084
54,8.00843
55,10.0084
56,9.01686
57,9.0253
58,8.03373
59,8.04216
60,10.0084
61,9.01686
62,9.0253
63,9.03373
64,8.00843
65,11.0084
66,9.01686
67,14.0084
68,12.0169
69,11.0253
70,9.03373
71,9.04216
72,11.0084
73,12.0084
74,9.00843
75,10.0084
76,10.0084
77,9.01686
78,12.0084
79,9.00843
80,9.00843
81,11.0084
82,11.0169
83,9.0253
84,8.00843
85,9.00843
86,8.00843
87,8.01686
88,8.0253
89,10.0084
90,7.01687
91,13.0084
92,11.0169
93,9.00843
94,7.01687
95,15.0084
96,12.0169
97,10.0253
98,11.0084
99,8.00843
100,13.0084
101,11.0169
102,9.0253
103,8.03373
104,7.00843
105,11.0084
106,11.0169
107,8.00843
108,13.0084
109,12.0169
110,10.0253
111,9.03373
112,14.0084
113,12.0169
114,4.0253
115,10.0084
116,12.0084
117,9.01686
118,6.0253
119,11.0084
120,12.0084
121,5.00843
122,10.0084
123,10.0169
124,6.0253
125,7.00843
126,9.00843
127,10.0084
128,10.0084
129,7.01687
130,11.0084
131,11.0169
132,10.0253
133,9.03373
134,6.04216
135,11.0084
136,7.01687
137,12.0084
138,12.0169
139,11.0253
140,10.0337
141,12.0084
142,8.01686
143,9.00843
144,11.0084
145,10.0169
146,10.0253
147,10.0337
148,12.0084
149,11.0169
150,13.0084
151,12.0169
152,9.0253
153,13.0084
154,11.0084
155,10.0169
156,12.0084
157,12.0169
158,11.0253
159,12.0084
160,14.0084
161,7.01687
162,12.0084
163,9.00843
164,14.0084
165,11.0084
166,10.0169
167,10.0253
168,7.03373
169,11.0084
170,9.00843
171,15.0084
172,14.0169
173,13.0253
174,10.0337
175,8.00843
176,6.00843
177,9.00843
178,9.01686
179,10.0084
180,9.01686
181,8.0253
182,7.03373
183,8.00843
184,8.01686
185,10.0084
186,10.0169
187,8.0253
188,13.0084
189,13.0084
190,12.0169
191,10.0253
192,9.03373
193,9.04216
194,7.05059
195,12.0084
196,10.0169
197,10.0253
198,9.00843
199,8.00843
200,11.0084
201,8.01686
202,6.0253
203,4.03373
204,8.00843
205,13.0084
206,8.01686
207,15.0084
208,15.0169
209,11.0253
210,11.0084
211,14.0084
212,8.00843
213,7.00843
214,11.0084
215,7.00843
216,8.00843
217,9.00843
218,7.01687
