seq_num,delay_ms
0,1.00843
1,1.01686
2,1.0253
3,1.03373
4,2.00843
5,3.00843
6,2.00843
7,1.00843
8,1.01686
9,3.00843
10,2.01687
11,5.00843
12,5.00843
13,1.01686
14,1.00843
15,12.0084
16,10.0169
17,3.0253
18,3.03373
19,2.00843
20,1.01686
21,13.0084
22,2.01687
23,1.0253
24,1.00843
25,1.00843
26,3.00843
27,1.00843
28,1.01686
29,10.0084
30,3.00843
31,1.00843
32,2.00843
33,1.01686
34,2.00843
35,1.00843
36,1.01686
37,1.0253
38,1.03373
39,2.00843
40,1.01686
41,1.0253
42,1.03373
43,3.00843
44,1.01686
45,3.00843
46,2.01687
47,1.0253
48,1.03373
49,1.04216
50,10.0084
51,2.01687
52,18.0084
53,16.0169
54,4.0253
55,3.03373
56,4.00843
57,7.00843
58,5.01687
59,1.00843
60,1.00843
61,1.01686
62,1.0253
63,1.03373
64,20.0084
65,4.01687
66,1.0253
67,1.03373
68,3.00843
69,1.01686
70,1.0253
71,1.03373
72,1.04216
73,1.00843
74,1.01686
75,1.0253
76,4.00843
77,1.01686
78,12.0084
79,4.01687
80,1.00843
81,1.01686
82,6.00843
83,3.01687
84,1.0253
85,1.03373
86,1.04216
87,6.00843
88,2.01687
89,1.0253
90,3.00843
91,1.01686
92,1.0253
93,1.00843
94,1.01686
95,1.0253
96,1.00843
97,3.00843
98,4.00843
99,15.0084
100,1.01686
101,1.0253
102,9.00843
103,6.01687
104,2.0253
105,1.03373
106,3.00843
107,16.0084
108,3.01687
109,1.0253
110,2.00843
111,1.01686
112,1.0253
113,1.00843
114,18.0084
115,18.0084
116,10.0169
117,4.00843
118,2.01687
119,1.0253
120,1.03373
121,1.04216
122,1.05059
123,1.05903
124,1.06746
125,2.00843
126,2.01687
127,3.00843
128,1.00843
129,1.01686
130,1.0253
131,2.00843
132,7.00843
133,4.01687
134,12.0084
135,4.01687
136,1.0253
137,9.00843
138,2.01687
139,1.0253
140,4.00843
141,15.0084
142,11.0169
143,1.0253
144,5.00843
145,1.00843
146,1.01686
147,1.0253
148,1.00843
149,1.01686
150,1.0253
151,4.00843
152,1.01686
153,1.0253
154,1.00843
155,6.00843
156,1.01686
157,1.00843
158,1.01686
159,2.00843
160,1.01686
161,15.0084
162,3.01687
163,1.0253
164,14.0084
165,8.01686
166,7.0253
167,3.03373
168,2.04216
169,2.05059
170,10.0084
171,1.01686
172,1.0253
173,1.03373
174,1.04216
175,1.05059
176,3.00843
177,2.01687
178,1.0253
179,1.00843
180,1.01686
181,1.0253
182,1.03373
183,1.04216
184,1.05059
185,2.00843
186,2.01687
187,2.0253
188,2.00843
189,2.01687
190,4.00843
191,1.01686
192,1.0253
193,2.00843
194,9.00843
195,1.00843
196,7.00843
197,1.01686
198,3.00843
199,1.01686
200,1.0253
201,1.00843
202,1.01686
203,1.00843
204,1.01686
205,1.0253
206,2.00843
207,2.01687
208,1.0253
209,10.0084
210,4.00843
211,11.0084
212,5.00843
213,1.00843
214,1.00843
215,1.01686
216,1.0253
217,1.03373
218,1.04216
219,1.05059
220,1.05903
221,2.00843
222,1.01686
223,8.00843
224,4.00843
225,1.01686
226,1.0253
227,1.00843
228,2.00843
229,2.01687
230,1.0253
231,2.00843
232,3.00843
233,2.00843
234,1.01686
235,19.0084
236,4.00843
237,9.00843
238,14.0084
239,10.0169
240,10.0253
241,1.03373
242,1.04216
243,3.00843
244,1.00843
245,20.0084
246,16.0169
247,3.0253
248,1.00843
249,1.00843
250,1.01686
251,5.00843
252,1.01686
253,1.00843
254,4.00843
255,2.01687
256,2.0253
257,13.0084
258,1.00843
259,1.01686
260,2.00843
261,1.01686
262,1.0253
263,1.03373
264,17.0084
265,3.01687
266,1.0253
267,4.00843
268,1.00843
269,6.00843
270,12.0084
271,16.0084
272,2.01687
273,1.00843
274,15.0084
275,3.00843
276,2.01687
277,2.0253
278,1.03373
279,2.00843
280,1.00843
281,2.00843
282,3.00843
283,9.00843
284,1.00843
285,1.00843
286,3.00843
287,2.01687
288,1.0253
289,1.03373
290,1.04216
291,1.00843
292,3.00843
293,3.01687
294,2.0253
295,2.00843
296,6.00843
297,7.00843
298,7.00843
299,9.00843
300,1.00843
301,6.00843
302,1.01686
303,1.0253
304,1.03373
305,1.00843
306,3.00843
307,2.01687
308,3.00843
309,1.01686
310,1.0253
311,1.03373
312,1.00843
313,1.01686
314,1.0253
315,2.00843
316,2.00843
317,5.00843
318,1.01686
319,1.0253
320,1.03373
321,1.04216
322,1.05059
323,1.05903
324,4.00843
325,11.0084
326,8.01686
327,9.00843
328,8.01686
329,1.00843
330,1.01686
331,1.0253
332,1.03373
333,2.00843
334,8.00843
335,4.01687
336,13.0084
337,4.01687
338,1.0253
339,5.00843
340,1.01686
341,2.00843
342,2.01687
343,3.00843
344,8.00843
345,1.00843
346,1.01686
347,2.00843
348,1.01686
349,3.00843
350,11.0084
351,1.00843
352,1.00843
353,8.00843
354,8.01686
355,2.0253
356,1.03373
